4946052 0 5991 6
4946102 0 9051 4
4946152 0 13266 1
4946202 0 13380 11
4946252 0 744 2
4946302 0 0 0
4946352 0 0 0
4946402 0 0 0
4946452 0 0 0
4946502 0 0 0
4946552 0 0 0
4946602 0 0 0
4946652 0 0 0
4946702 0 0 0
4946752 0 0 0
4946802 0 0 0
4946852 0 0 0
4946902 0 0 0
4946952 0 0 0
4947002 0 0 0
4947052 0 0 0
4947102 0 0 0
4947152 0 0 0
4947202 0 0 0
4947252 0 12941 7
4947302 0 14305 4
4947352 0 920 0
4947402 0 0 0
4947452 0 0 0
4947502 0 0 0
4947552 0 0 0
4947602 0 0 0
4947652 0 0 0
4947702 0 0 0
4947752 0 0 0
4947802 0 0 0
4947852 0 0 0
4947902 0 0 0
4947952 0 0 0
4948002 0 0 0
4948052 0 0 0
4948102 0 0 0
4948152 0 0 0
4948202 0 0 0
4948252 0 0 0
4948302 0 0 0
4948353 0 5436 4
4948403 0 1553 2
4948453 0 1127 0
4948503 0 1356 0
4948553 0 2003 3
4948603 0 2338 1
4948657 0 1425 3
4948709 0 586 0
4948759 2 271 0
4948809 10 693 1
4948859 1 183 0
4948909 4 240 1
4948959 6 288 0
4949009 18 601 0
4949059 0 0 0
4949109 0 41 0
4949159 23 514 0
4949209 2 1 0
4949259 7 175 0
4949309 11 383 2
4949359 0 0 0
4949413 0 0 0
4949463 0 49 0
4949513 2 11 0
4949563 0 0 0
4949619 0 0 0
4949669 0 0 0
4949719 0 0 0
4949769 0 0 0
4949819 0 0 0
4949869 0 0 0
4949919 0 0 0
4949969 0 0 0
4950019 0 0 0
4950069 0 0 0
4950119 0 0 0
4950171 0 0 0
4950221 0 0 0
4950275 0 0 0
4950325 0 0 0
4950375 0 0 0
4950425 0 0 0
4950475 0 0 0
4950525 11 76 0
4950575 22 185 0
4950625 29 137 0
4950675 23 138 0
4950725 15 62 0
4950775 14 118 0
4950825 20 230 0
4950875 0 0 0
4950925 20 103 0
4950975 22 196 0
4951025 28 94 0
4951078 21 126 0
4951128 4 24 0
4951178 27 123 0
4951228 22 140 0
4951278 23 132 0
4951328 27 142 0
4951378 9 49 0
4951428 21 98 0
4951478 18 63 0
4951528 28 172 0
4951578 6 32 0
4951628 3 11 0
4951678 0 0 0
4951728 0 2 0
4951778 0 0 0
4951828 0 0 0
4951878 0 0 0
4951928 2 1 0
4951978 6 12 0
4952068 2 1 0
4952118 5 30 0
4952168 5 56 0
4952218 13 49 0
4952268 12 54 0
4952318 3 3 0
4952368 23 74 0
4952418 28 49 1
4952468 12 53 0
4952518 0 0 0
4952568 26 120 0
4952618 9 18 0
4952668 5 22 0
4952718 27 97 0
4952768 8 17 1
4952821 0 0 0
4952871 1 0 0
4952921 0 0 0
4952971 10 35 0
4953021 24 61 0
4953071 0 0 0
4953121 1 0 0
4953171 1 0 0
4953221 0 0 0
4953271 0 0 0
4953321 0 2 0
4953371 20 57 0
4953421 21 123 0
4953471 25 74 0
4953521 10 28 0
4953571 0 0 0
4953621 0 0 0
4953676 1 0 0
4953726 0 0 0
4953776 6 21 0
4953826 23 86 0
4953876 0 0 0
4953926 16 67 0
4953976 19 68 0
4954026 25 56 0
4954076 27 83 0
4954126 27 113 0
4954176 2 8 0
4954226 28 86 0
4954276 7 39 0
4954326 24 78 0
4954376 12 61 0
4954426 19 59 0
4954476 14 38 0
4954526 29 116 0
4954576 29 70 0
4954626 29 79 0
4954676 19 60 0
4954726 29 113 0
4954776 10 57 1
4954826 23 68 0
4954876 29 103 0
4954926 11 35 0
4954976 0 0 0
4955026 1 0 0
4955076 16 36 0
4955126 26 80 0
4955176 30 82 0
4955226 16 55 0
4955276 1 0 0
4955326 0 0 0
4955376 1 2 0
4955426 0 0 0
4955476 0 0 0
4955526 0 0 0
4955576 0 0 0
4955626 13 38 0
4955676 23 47 0
4955729 0 0 0
4955779 21 44 0
4955829 26 81 0
4955879 20 52 0
4955929 27 84 0
4955990 16 40 0
4956040 0 6 0
4956090 0 0 0
4956140 0 0 0
4956190 14 42 0
4956240 3 1 0
4956290 0 0 0
4956340 29 60 1
4956390 30 63 0
4956440 5 6 0
4956490 13 42 0
4956540 19 45 0
4956591 3 3 1
4956641 5 8 0
4956691 4 2 0
4956741 13 20 0
4956791 13 37 0
4956841 23 44 0
4956891 27 48 0
4956941 12 14 0
4956995 6 14 0
4957045 29 51 0
4957095 1 4 0
4957145 26 60 0
4957195 15 53 0
4957245 0 0 0
4957295 11 21 0
4957345 26 54 0
4957395 1 2 0
4957452 7 21 0
4957502 9 21 0
4957555 4 9 0
4957605 17 28 0
4957658 11 22 0
4957708 25 49 0
4957758 29 59 1
4957811 22 33 0
4957874 0 0 0
4957924 10 27 0
4957974 22 57 0
4958032 23 41 0
4958082 14 16 0
4958133 18 43 0
4958183 17 14 0
4958233 17 28 0
4958283 17 35 0
4958333 16 27 0
4958383 18 52 0
4958433 22 54 0
4958483 28 76 0
4958533 26 53 0
4958583 28 40 0
4958633 1 0 0
4958683 0 0 0
4958733 26 34 0
4958783 7 9 0
4958833 0 0 0
4958883 22 59 0
4958933 25 38 0
4958986 17 32 0
4959036 1 2 0
4959086 0 0 0
4959136 0 0 0
4959186 1 0 0
4959236 4 5 0
4959288 4 9 0
4959338 1 0 0
4959388 1 0 0
4959438 5 7 0
4959488 1 0 0
4959538 6 8 0
4959588 1 0 0
4959645 0 0 0
4959695 5 6 0
4959745 25 22 0
4959795 6 7 0
4959845 0 2 0
4959895 0 0 0
4959945 5 7 0
4959995 19 43 0
4960045 11 10 0
4960095 28 35 0
4960149 26 34 0
4960200 12 25 0
4960250 28 40 0
4960300 25 53 0
4960350 8 18 0
4960400 27 36 0
4960450 28 38 0
4960500 28 33 0
4960550 31 26 0
4960600 30 52 0
4960650 22 42 0
4960700 1 0 0
4960750 25 27 0
4960803 29 38 0
4960853 12 11 0
4960903 0 0 0
4960953 2 0 0
4961003 0 0 0
4961053 0 0 0
4961103 5 3 0
4961153 8 11 0
4961203 0 0 0
4961253 0 0 0
4961305 1 0 0
4961355 9 20 0
4961405 1 0 0
4961455 5 9 0
4961505 9 17 0
4961555 28 39 1
4961605 15 24 0
4961655 13 20 0
4961705 19 35 0
4961761 0 0 0
4961811 26 33 0
4961861 12 18 0
4961911 23 43 0
4961961 18 16 0
4962011 27 30 0
4962061 18 24 0
4962111 29 38 0
4962161 24 54 0
4962211 27 59 0
4962261 27 40 0
4962311 26 22 0
4962361 27 44 0
4962411 27 39 0
4962461 28 52 0
4962511 11 23 0
4962561 0 0 0
4962611 0 0 0
4962661 0 0 0
4962712 1 0 0
4962762 6 15 0
4962812 1 2 0
4962862 0 0 0
4962912 2 2 0
4962962 5 4 0
4963012 1 0 0
4963062 1 2 0
4963112 16 20 0
4963162 23 25 0
4963212 0 0 0
4963262 0 0 0
4963312 19 22 0
4963365 26 35 0
4963415 23 23 1
4963465 23 23 0
4963515 0 0 0
4963565 12 16 0
4963615 20 18 1
4963665 30 39 0
4963715 30 47 1
4963765 28 35 0
4963815 26 22 0
4963865 25 30 0
4963915 27 25 0
4963965 28 28 1
4964017 22 21 0
4964067 3 4 0
4964117 19 40 0
4964167 27 45 0
4964217 29 39 0
4964267 26 26 0
4964317 12 21 0
4964367 0 0 0
4964417 0 0 0
4964467 0 0 0
4964517 1 0 0
4964567 0 0 0
4964617 0 0 0
4964667 1 0 1
4964717 4 4 0
4964767 4 5 0
4964817 4 14 0
4964867 2 4 0
4964917 1 0 0
4964967 0 0 0
4965017 16 17 0
4965067 16 16 0
4965117 13 14 0
4965167 24 12 0
4965217 0 0 0
4965267 22 23 0
4965317 29 13 0
4965367 29 27 0
4965419 24 15 0
4965469 25 45 1
4965519 26 15 0
4965569 31 26 0
4965619 26 24 0
4965669 27 46 0
4965719 20 16 0
4965769 28 28 0
4965819 31 24 0
4965869 30 32 0
4965919 30 28 0
4965969 28 44 0
4966019 5 4 0
4966069 19 18 0
4966119 31 26 0
4966170 31 20 0
4966220 29 37 0
4966270 7 14 0
4966321 1 0 0
4966371 0 0 0
4966423 0 0 0
4966473 0 0 0
4966523 1 0 0
4966573 0 0 0
4966623 5 7 0
4966673 1 3 0
4966740 0 0 0
4966790 14 4 0
4966840 30 42 0
4966890 2 0 0
4966940 0 0 0
4966990 0 0 0
4967040 16 5 0
4967091 10 3 0
4967141 28 35 0
4967191 15 15 0
4967241 11 7 0
4967291 25 30 0
4967341 28 24 0
4967391 27 27 0
4967441 30 33 0
4967491 23 19 0
4967541 23 32 0
4967591 21 22 0
4967641 22 13 0
4967691 29 42 0
4967741 22 21 0
4967791 32 36 0
4967841 17 19 0
4967891 29 28 0
4967941 23 19 0
4967991 25 24 0
4968041 4 1 0
4968091 0 0 0
4968141 0 0 0
4968191 1 1 0
4968241 2 1 0
4968291 5 4 0
4968341 7 2 0
4968391 0 0 0
4968441 0 0 0
