6039668 0 3306 0
6039718 0 2855 2
6039768 0 2581 1
6039818 0 0 0
6039868 0 0 0
6039918 0 0 0
6039968 0 0 0
6040018 0 0 0
6040068 0 0 0
6040118 0 0 0
6040168 0 0 0
6040218 0 0 0
6040268 0 0 0
6040318 0 0 0
6040368 0 0 0
6040418 0 0 0
6040468 0 0 0
6040518 0 0 0
6040568 0 0 0
6040618 0 0 0
6040668 0 0 0
6040718 0 0 0
6040768 0 582 0
6040818 0 2931 2
6040868 0 2050 1
6040918 0 0 0
6040968 0 0 0
6041018 0 0 0
6041068 0 0 0
6041118 0 0 0
6041168 0 0 0
6041218 0 0 0
6041268 0 0 0
6041318 0 0 0
6041368 0 0 0
6041418 0 0 0
6041468 0 0 0
6041518 0 0 0
6041568 0 0 0
6041618 0 0 0
6041668 0 0 0
6041718 0 0 0
6041768 0 0 0
6041818 0 0 0
6041868 0 611 1
6041918 0 2838 1
6041968 0 328 1
6042018 0 0 0
6042068 0 0 0
6042118 0 0 0
6042168 0 0 0
6042218 0 0 0
6042268 0 0 0
6042318 0 0 0
6042368 0 0 0
6042418 0 0 0
6042468 0 0 0
6042518 0 0 0
6042568 0 0 0
6042618 0 0 0
6042668 0 0 0
6042718 0 0 0
6042768 0 0 0
6042818 0 0 0
6042868 0 0 0
6042918 0 0 0
6042968 0 2574 0
6043018 0 0 0
6043068 0 0 0
6043118 0 0 0
6043168 0 0 0
6043218 0 0 0
6043268 0 0 0
6043318 0 0 0
6043368 0 0 0
6043418 0 0 0
6043469 0 0 0
6043519 0 0 0
6043569 0 0 0
6043619 0 0 0
6043669 0 0 0
6043719 0 0 0
6043769 0 0 0
6043819 0 0 0
6043869 0 0 0
6043919 0 0 0
6043969 0 0 0
6044019 0 506 0
6044069 0 206 0
6044119 0 616 2
6044169 0 411 1
6044219 0 0 0
6044269 0 0 0
6044319 0 0 0
6044369 0 0 0
6044419 0 0 0
6044469 0 0 0
6044519 0 0 0
6044569 0 0 0
6044619 0 0 0
6044669 0 0 0
6044719 0 0 0
6044769 0 0 0
6044819 0 0 0
6044869 0 0 0
6044919 0 0 0
6044969 0 0 0
6045019 0 0 0
6045069 0 0 0
6045119 0 0 0
6045169 0 370 0
6045221 0 312 1
6045271 0 84 0
6045321 0 0 0
6045382 0 194 1
6045447 1 0 0
6045500 0 34 0
6045550 4 41 0
6045600 7 42 0
6045658 11 111 1
6045708 1 30 0
6045758 0 0 0
6045808 0 0 0
6045858 0 0 0
6045908 0 0 0
6045958 0 0 0
6046008 0 0 0
6046058 0 0 0
6046108 0 0 0
6046158 0 0 0
6046208 0 0 0
6046258 0 0 0
6046308 0 0 0
6046359 0 0 0
6046409 0 0 0
6046459 0 0 0
6046509 0 0 0
6046559 0 0 0
6046609 0 0 0
6046659 0 0 0
6046709 2 5 0
6046910 0 0 0
6046960 2 10 0
6047010 4 11 0
6047060 9 8 0
6047110 14 28 0
6047160 6 17 0
6047210 10 28 0
6047260 5 9 0
6047310 2 2 0
6047361 0 0 0
6047411 5 0 0
6047461 11 34 0
6047511 2 9 0
6047561 12 23 0
6047611 10 24 0
6047661 0 0 0
6047711 5 17 0
6047763 1 0 0
6047813 6 23 0
6047863 3 7 0
6047913 4 3 0
6048040 0 0 0
6048090 22 70 0
6048140 16 90 0
6048190 24 113 0
6048240 24 98 1
6048290 30 152 0
6048340 19 118 0
6048390 3 24 0
6048440 3 14 0
6048490 2 6 0
6048540 10 23 0
6048590 6 36 0
6048640 3 22 0
6048690 12 64 1
6048740 5 8 0
6048790 9 23 0
6048840 8 73 0
6048890 0 0 0
6048940 6 53 0
6048990 3 26 0
6049040 0 0 0
6049090 8 22 0
6049140 0 0 0
6049190 0 0 0
6049240 0 0 0
6049290 0 1 0
6049340 0 0 0
6049390 0 0 0
6049440 0 0 0
6049490 10 64 0
6049540 0 0 0
6049590 0 0 0
6049640 0 0 0
6049690 0 0 0
6049740 0 0 0
6049790 0 0 0
6049840 0 0 0
6049890 0 0 0
6049940 0 0 0
6049990 0 0 0
6050040 0 0 0
6050090 0 0 0
6050140 0 0 0
6050190 0 0 0
6050240 3 24 0
6050290 11 28 0
6050340 0 0 0
6050390 0 0 0
6050440 0 0 0
6050490 0 0 0
6050541 0 0 0
6050591 0 0 0
6050641 0 0 0
6050691 0 0 0
6050741 0 0 0
6050791 0 0 0
6050841 0 0 0
6050892 0 0 0
6050942 0 0 0
6050992 0 0 0
6051042 0 0 0
6051092 0 0 0
